image_id,filename,filepath,category,source_dataset,title,description,width,height,source_type,degradation_type,degradation_level,human_score,notes
POR_047,POR_047.jpg,dataset/originals/portable_electronics/POR_047.jpg,portable_electronics,Shopify/product-catalogue,Sonett Vaatwasmachine tablet 25 Stuks,"Sonett Vaatwasmachine tablet Schoonmaakproducten van Sonett® , betaalbare producten met 100% natuurlijke grondstoffen uit (deels) biologisch-dynamische en biologische teelt of verzameld in de natuur. Belangrijk voor een goed spoelresultaat: de wateronthardingsinstellingen van de vaatwasser 8°dH hoger instellen dan de daadwerkeljke waterhardheid. De vakjes voor regenereerzout en glansspoelmiddel dienen steeds gevuld te zijn. Samenstelling >30% soda, citraten, 15-30% natriumpercarbonaat (bleekmiddel op zuurstofbasis), 1-5% sorbitansesquioctanoaat, natriumsilicaat, natriumgluconaat, cellulose: <1% balsamische toevoegingen* *gecontroleerde biologische landbouw/wildverzameling Gebruik - Normaal bevuilde afwas: 1 tab/spoelgang. - Sterk bevuilde afwas: 2 tabs/spoelgang. Waarschuwingen Niet geschikt voor zilver, loodkristal en met de hand beschilderd porselein Fabrikant / Distributeur Sonett GmbH, Ziegeleiweg 5, D-88693 Deggenhausen, Duitsland",800,800,original,,,,"Accepted (laplacian=1164.53, contrast=48.47, area=0.714); source_category=Home & Garden > Household Supplies > Household Cleaning Supplies > Household Cleaning Products > Dishwasher Cleaners"
POR_048,POR_048.jpg,dataset/originals/portable_electronics/POR_048.jpg,portable_electronics,Shopify/product-catalogue,Organizzatore di Ganci da Parete Eleganti e Multiuso,"CARATTERISTICHE SOLUZIONE SALVASPAZIO – Progettato per ottimizzare lo spazio a parete, questo gancio compatto offre funzionalità senza ingombro. Il suo profilo minimalista si integra perfettamente con qualsiasi arredamento, aiutando a mantenere l’ambiente ordinato, anche in spazi piccoli o affollati. ECCEZIONALE CAPACITÀ DI CARICO – Costruito per essere robusto, questo gancio sostiene asciugamani pesanti, borse e altro senza scivolare o piegarsi. La sua struttura resistente distribuisce il peso in modo uniforme, offrendo una soluzione di conservazione affidabile e mantenendo uno spazio abitativo pulito e organizzato. FACILE INSTALLAZIONE – Dite addio agli attrezzi. Questo gancio innovativo utilizza un design che non richiede fori, ma si applica premendo e ruotando, aderendo alle superfici lisce e garantendo un'installazione sicura: perfetto per chi vive in affitto o per chi vuole evitare modifiche permanenti alle pareti. DESIGN PIEGHEVOLE - Il gancio si ripiega contro il muro quando non viene utilizzato, massimizzando l'efficienza dello spazio. Perfetto per piccoli appartamenti o aree affollate, si ripone ordinatamente senza sacrificare la funzionalità. Il sogno di ogni minimalista per una vita organizzata. UTILIZZO VERSATILE – Ideale per appendere accessori, utensili, asciugamani o attrezzi, questo gancio multiuso mantiene la casa in ordine. Utilizzalo in bagno, cucina, camera da letto o ingresso per un'organizzazione funzionale e flessibile. SPEC Colore: Bianco, Grigio Materiali: PET Lunghezza: 40CM Pacchetto Include: 1/3 * Organizzatore di Ganci da Parete Eleganti e Multiuso NOTE Le misure potrebbero presentare lievi variazioni a causa della misurazione manuale. I colori possono variare leggermente a causa delle impostazioni del monitor.",800,800,original,,,,"Accepted (laplacian=1159.12, contrast=53.34, area=0.136); source_category=Home & Garden > Household Supplies > Storage & Organization > Storage Hooks & Racks > Utility Hooks"
POR_049,POR_049.jpg,dataset/originals/portable_electronics/POR_049.jpg,portable_electronics,Shopify/product-catalogue,Canon Canonet G-III QL17 Rangefinder 35mm Film Camera,"🔮 Easy to use Rangefinder Film Camera from the 70's 💥 40mm f /1.7 lens in excellent condition 👀 Overall Very Good condition, only a small dent on top corner below the film advance lever ⚙️ Tested and works perfectly 🎞 Takes standard 35mm film 🔋 Uses one PX625 battery, included 🚚 Tracked Worldwide delivery",2000,1337,original,,,,"Accepted (laplacian=185.85, contrast=57.46, area=0.216); source_category=Cameras & Optics > Cameras > Film Cameras > Rangefinder Film Cameras"
POR_050,POR_050.jpg,dataset/originals/portable_electronics/POR_050.jpg,portable_electronics,Shopify/product-catalogue,3pcs LM317 DC-DC Converter Buck Step Down Module Linear Regulator Adjustable Voltage Regulator Power Supply Board,"Feature: Output Current: 1.5A (minimum), 2.2A (typ) Input and output voltage difference (VI-VO): 40Vdc (max) Adjustable output voltage range: 1.2 ~ 37V Operating temperature: -55 to +150 Output Current: 1.5A Input voltage: 4.2 ~ 40 V Characteristics Frequency: 100 (MHz) Module size: 35.6 (mm) x16.8 (mm) Input: VIN positive input stage, GND negative input Output: VOUT output positive level, GND output negative Maximum output current: maximum output current = 3 / (Input voltage - output voltage) Applications: Mobile phone, MP3, MP4, PSP and much other charging equipment Package includes: 3 x Adjustable Linear Regulator",1000,1000,original,,,,"Accepted (laplacian=423.94, contrast=73.76, area=0.148); source_category=Electronics > Circuit Boards & Components"
POR_051,POR_051.jpg,dataset/originals/portable_electronics/POR_051.jpg,portable_electronics,Shopify/product-catalogue,Mobiltelefon reflektionskamera,"FUNKTIONER [Hållbar] Satsen är tillverkad av legering och har en stabil struktur samtidigt som den är lätt och hållbar. Spegeln är tillverkad av högkvalitativt glas och är skakfri med en vanlig dämpningsdesign. [Öka kapaciteten för bakre kameran] Den är lämplig för vloggers, bloggare, videografer och fotografer som vill ha maximal prestanda på sociala medier som YouTube, Facebook, TikTok, eller om du bara vill ha bra kvalitet på video som fångats av din mest briljanta kameramobil. SPECIFIKATIONER Färg: Svart, Vit Vikt: 100g Paketet innehåller: 1 * mobiltelefon reflektionskamera + 1 * organisatör + 1 * dammfri trasa OBS Vänligen tillåt en liten storleksskillnad på grund av manuell mätning. På grund av olika skärm och ljuseffekter kan den faktiska färgen på föremålet skilja sig något från färgen som visas på bilderna.",800,800,original,,,,"Accepted (laplacian=1860.00, contrast=50.70, area=0.389); source_category=Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Camera Accessories > Remote Shutters"
POR_052,POR_052.jpg,dataset/originals/portable_electronics/POR_052.jpg,portable_electronics,Shopify/product-catalogue,FUJIFILM FT-XH File Transmitter Grip,"FUJIFILM FT-XH File Transmitter Grip The FT-XH File Transmitter Grip vastly improves the networking capabilities of the camera. It has fast Wi-Fi connectivity, with speeds up to 600 Mb/s, along with wired LAN connectivity for in-studio tethered shooting. Remote recording by wired LAN or wireless LAN; capable of controlling up to four X-H2S cameras from a browser at the same time The file transmitter also brings the usual benefits of a battery grip, such as shooting in the vertical orientation and being able to accept two additional NP-W235 rechargeable lithium-ion batteries to increase shooting capacity. In terms of its physical design, the extended shape incorporates a secondary shutter release button as well as a focus lever, AE-L button, AF-ON button, front and rear command dials, and Q button to mimic the camera's own layout for intuitive handling. The file transmitter also brings the usual benefits of a battery grip, such as shooting in the vertical orientation and being able to accept two additional NP-W235 rechargeable lithium-ion batteries to increase shooting capacity This file transmitter features wired LAN connectivity and high-speed wireless communications capability, essential for in-studio tethered shooting or sports/media shooting When used with the X-H2 or X-H2S, it allows FTP transfer, tethered shooting, and remote recording Specifications: Transfer Speeds Up to 600 Mb/s Holds 2 x NP-W235 Batteries Extended Grip for Vertical Composition Compatible with X-H2S and X-H2 Camera Attachment: 1/4 - 20 Male",1200,1200,original,,,,"Accepted (laplacian=268.28, contrast=102.46, area=0.679); source_category=Cameras & Optics > Camera & Optic Accessories > Camera Parts & Accessories > Camera Grips > Battery Grips"
POR_053,POR_053.jpg,dataset/originals/portable_electronics/POR_053.jpg,portable_electronics,Shopify/product-catalogue,Energizer Lithium Battery L91,"High power-efficient high-tech digital equipment lithium batteries! lithium battery specifications: aa voltage: 1.5 V features: 2900mah up to seven times longer than energizer max use until the end of its life, maintain a constant output, digital high-tech devices that require high power efficiency, shoot digital cameras: up to 600 sheets, 33% lighter weight than ordinary alkaline batteries, operating temperature 0 ~ 60 shelf life: 15 years",1000,1000,original,,,,"Accepted (laplacian=979.72, contrast=69.99, area=0.145); source_category=Electronics > Electronics Accessories > Power > Batteries"
POR_054,POR_054.jpg,dataset/originals/portable_electronics/POR_054.jpg,portable_electronics,Shopify/product-catalogue,3 in 1 Carry Sleeve Invisible Laptop Stand 15 to 16 Inches with,"Sleek and compact carry sleeve with an invisible built-in stand. Instant conversion to a laptop stand with adjustable modes between 15° and 25°. Expandable storage and the card slot for essentials. Constructed with vegan-leather, scratch and water-resistant. Sturdy fold-in triangle structure, it holds up to 22 lbs. 3-IN-1 LAPTOP SLEEVE & STAND WITH EXPANDABLE STORAGE Protects and Supports The MOFT Carry Sleeve transcends traditional laptop sleeves with an innovative 3-in-1 design that gives you the safety and protection of a sleeve, the ergonomics of a stand, the carry-on essentials of a storage bag , and a look that lets you commute in style. SMART STRUCTURAL DESIGN Transforms From a Sleeve to a Stand With its patented smart-folding design, The MOFT Carry Sleeve folds into a stand in less than a second, bringing you ergonomic satisfaction anywhere. DUAL-ANGLE ADJUSTMENT Work Like a Pro, Anywhere Adjusts to two angles: browsing or video conferencing will be comfortable at the 25° angle, which is the highest angle among the sleeves, while the 15° is ideal for uninterrupted viewing and typing. INNOVATIVE STORAGE Take All Your Essentials. No Sweat. Carries all essentials with an expandable neoprene storage feature integrated into the sleeve to hold and organize in place all essentials like power adapters, cell phones, notepads, etc. PREMIUM VEGAN LEATHER Soft and Durable Made with customized PU material and fiberglass, making it slim, lightweight and durable while looking superb. You can carry your laptop in sleek style, without the bulk.",1000,1000,original,,,,"Accepted (laplacian=195.87, contrast=98.29, area=0.539); source_category=Electronics > Electronics Accessories > Computer Accessories > Computer Risers & Stands"
POR_055,POR_055.jpg,dataset/originals/portable_electronics/POR_055.jpg,portable_electronics,Shopify/product-catalogue,Nikon Z7 II (boitier nu),"Aucune toile n’est trop grande. Aucun détail n’est trop petit. Portez une attention particulière aux détails. Adoptez une éthique de travail audacieuse. Soyez performant en toutes occasions. Découvrez l’appareil photo hybride plein format qui sera à la hauteur de votre passion du détail, à chaque instant. Donnez vie à toutes vos idées avec une perfection inégalée, quelles que soient les conditions de luminosité choisies, grâce au Nikon Z 7II.",1920,1440,original,,,,"Accepted (laplacian=478.18, contrast=107.46, area=0.462); source_category=Cameras & Optics > Cameras > Digital Cameras > Mirrorless Digital Cameras"
POR_056,POR_056.jpg,dataset/originals/portable_electronics/POR_056.jpg,portable_electronics,Shopify/product-catalogue,"OTITO 11 Pro Tablette 10"" — 8 Go/512 Go avec clavier et souris","Oteeto Tab 11 Pro — Tablette Android 10"" 8 Go RAM • 512 Go • Octa-core • Android 13 • Écran IPS 1280×800 • Clavier + souris • USB-C Puissance mesurable et polyvalence au quotidien Conçue pour la productivité et le divertissement, la Tab 11 Pro associe processeur octa-core , 8 Go de RAM et stockage 512 Go pour lancer vos apps, créer du contenu et suivre vos cours sans ralentissement. Affichage IPS 10.1"" Dalle IPS 1280×800 pour des couleurs stables et un confort de lecture prolongé. Performance fluide Processeur octa-core jusqu’à 1,8 GHz + 8 Go RAM = multitâche réactif. Autonomie fiable Batterie 6000 mAh pour travailler et se divertir pendant des heures. Ce que vous gagnez Productivité immédiate avec clavier, souris et stylet pour écrire, éditer, annoter. Grande capacité 512 Go + microSD pour documents, photos et vidéos. Android 13 pour les dernières fonctions et une interface simple. Caméras 8 MP / 13 MP pour visioconférences claires et captures nettes. USB-C pour charge et transfert de données rapides. Réseaux 3G/4G/5G pris en charge selon opérateur pour rester connecté en mobilité. Caractéristiques techniques Écran 10.1"" IPS LCD, 1280 × 800 px Processeur Octa-core jusqu’à 1,8 GHz Mémoire RAM 8 Go Stockage ROM 512 Go + extension microSD Système Android 13 Caméras Avant 8 MP • Arrière 13 MP Batterie 6000 mAh Connectivité Wi-Fi, Bluetooth, 3G/4G/5G (selon opérateur et modèle) Ports USB Type-C, slot microSD Accessoires Clavier, souris et stylet inclus Idéale pour Cours en ligne, prise de notes, présentations. Création légère: écriture, retouche basique, dessin avec stylet. Divertissement: streaming, réseaux sociaux, jeux occasionnels. Bureau mobile: emails, documents, tableurs. Contenu de la boîte Oteeto Tab 11 Pro Clavier + souris Stylet Câble USB-C et adaptateur secteur Guide de démarrage",1000,1000,original,,,,"Accepted (laplacian=190.01, contrast=76.07, area=0.510); source_category=Electronics > Computers > Tablet Computers"
POR_057,POR_057.jpg,dataset/originals/portable_electronics/POR_057.jpg,portable_electronics,Shopify/product-catalogue,KAWAI CN-301 Digitalpiano,"Besuchen Sie bei uns die vielfältigste Digitalpiano-Ausstellung in der Schweiz! Das CN301 ist das neueste Modell der Kawai CN Serie Digitalpianos und Nachfolger des populären CN39 Modells. Das CN301 verwendet eine verbesserte Version der Responsive Hammer III Tastatur mit besserer Tastenführung und neuer Tastendämpfung für einen leiseren Spielbetrieb. Der superbe Shigeru Kawai SK-EX Konzertflügel Sound wird jetzt dank neu designtem Netzteil noch detailierter Wiedergegeben. Das neue Low Balance Feature ermöglicht eine intelligente Klanganpassung für größtmöglichen Ausdruck besonders bei geringen Lautstärken und erstmalig in der CN Serie kommen 360° Diffusoren für die Top-Lautsprecher zum Einsatz, wodurch eine optimale Klangabstrahlung in den Raum gewährleistet wird. Zusätzlich ist das CN301 jetzt mit Bluetooth Audio Konnektivität ausgestattet, die es erlaubt kabellos Audio Songs vom Smartphone/Tablet über das CN301 abzuspielen. Die neuen Features des CN301 können intuitiv über das neu designte Bedienfeld mit großem OLED Display ausgewählt werden. Zusätzlich ist die Bedienung auch via Kawai's PianoRemote App und PiaBookPlayer App für iOS oder Android möglich, um Sounds und Einstellungen zu steuern oder Lesson Songs mit einem Smartgerät zu verwenden. Neue Features & Verbesserunge Verbessert: Responsive Hammer III Tastatur mit verbessertem Konstruktionsdesign und Geräuschdämpfung Neu: Nach oben gerichtete Lautsprecher mit 360° Diffusoren Neu: Hochwertige Netzteil für saubere Wiedergabe Neu: Low Volume Balance Feature für optimierten Ausdruck bei niedriger Lautstärke Neu: Bluetooth Audio Konnektivität für kabellose Audio Wiedergabe von Smartgeräten Verbessert: Neues Bediendesign für intuitive Bedienung Neu: Support für aktuelle PianoRemote und PiaBookPlayer Apps für iOS/Android AUTHENTISCHES SPIELGEFÜHL Die Responsive Hammer III (RHIII)-Mechanik des CN301 Digitalpianos verfügt über verschiedene Eigenschaften einer Flügelmechanik, die zur Umsetzung eines realistischen Bewegungsablaufs unabdingbar sind. Nicht zuletzt dank der präzisen 3-Sensor-Technologie erwartet den Musiker ein sehr natürliches Spielgefühl. Das Tastaturgewicht ist abgestuft, um die schwereren Basshämmer und leichteren Diskanthämmer eines mechanischen Klaviers wahrzunehmen, während strukturelle Verstärkungen in der Mechanik eine höhere Stabilität bei Fortissimo- und Stakkato-Passagen gewährleisten. Darüber hinaus verfügt das CN301 Digitalpiano über „Ivory Touch“ Tastenoberflächen von Kawai. Sie unterstützten das Spiel, indem sie Fingerfeuchtigkeit absorbieren. Zusätzlich ist die CN301 Tastatur mit einer Druckpunktsimulation ausgestattet, die für eine perfekte Kontrolle beim Pianissimo Spiel sorgt. BEEINDRUCKENDER KLANG Die wunderschönen Klänge der Kawai SK-EX und EX Konzertflügel und des SK5 Flügels sind das Herz des neuen Modells CN301 von Kawai. Alle 88 Tasten dieser außergewöhnlichen Instrumente wurden sorgfältig aufgezeichnet, präzise analysiert und werden beim Spiel auf dem Instrument in einem speziellen Verfahren reproduziert. Die individuelle Aufnahme jeder einzelnen Taste in dieser Art und deren jeweilige Wiedergabe garantieren ein exzellentes Klangbild mit dem Charakter der aufgenommenen Konzertflügel. Das Spielen dieser Klänge auf der Tastatur des CN301 ist ein einzigartiges Erlebnis. Der integrierte Hall unterstützt den schönen Ton sehr lebendig und realistisch. Mit den umfangreichen Möglichkeiten des Virtual Technician lassen sich die Klänge perfekt anpassen. Sie können z.B. Intonation, Saitenresonanz, Dämpferresonanz, Dämpfergeräusch, Hammergeräusch und andere Details einzeln justieren. Mit vielen neuen Klängen wie dem Shigeru Kawai SK5 Flügel, Electric Grand, neuen E.Pianos, neuem Cembalo, usw. weiß das CN301 zu überzeugen. BLUETOOTH AUDIO/MIDI Zusätzlich zum USB-to-host Anschluss ist das CN301 auch mit Bluetooth MIDI Technik ausgestattet, die eine kabellose Kommunikation mit Smart Devices (z.B. Smartphone oder Tablet) ermöglicht. Das gibt Ihnen die Möglichkeit, eine große Auswahl an musikbezogenen Apps wie die Kawai PianoRemote App oder die PiaBookPlayer App in Verbindung mit Ihrem CN301 Digitalpiano komfortabel einsetzen zu können. Oder nutzen Sie doch einfach die Bluetooth Audio Schnittstelle. Verbinden Sie einfach Ihr Smartphone mit dem CN301 und schon genießen Sie all Ihre Musik direkt über das Lautsprechersystem des CN301. Dies ist besonders zum Play-Along zu empfehlen. USB TO DEVICE FUNKTIONALITÄT MIT MP3/WAV AUFNAHME UND WIEDERGABE Sie können beispielsweise Daten direkt auf ein USB Speichermedium speichern oder von einem Speichermedium direkt ins Instrument einladen. Diese USB to Device Funktionalität ermöglicht das Speichern von Registrierungen und Songs (die im internen Speicher des CN301 gespeichert wurden) auf ein externes Speichermedium oder darauf gespeicherte MIDI-Files (SMF) direkt mit dem Instrument abzuspielen, ohne zusätzliche Hardware zu benötigen. Auch das direkte Abspielen von Songs Ihrer Lieblingskünstler im MP3- oder WAV-Format ist möglich. Sie können auch Ihr eigenes Spiel im MP3- oder WAV- Format aufnehmen und beispielsweise Ihren Freunden per E-Mail schicken, die Songs auf einem Smartphone oder einem PC anhören oder auf Ihrem PC auf CD brennen. Das Modell CN301 ist auch mit einem USB to host Anschluss ausgestattet, der Ihnen die Möglichkeit bietet, MIDI Daten mit einem angeschlossenen Computer auszutauschen. Zusätzlich verfügt das CN301 Digitalpiano über eine Reihe von Standard Anschlüssen wie z.B. Line-Level Ausgängen zum Anschluss an externe Verstärker zum Beschallen von großen Räumen oder Kirchen. Der Line In Anschluss ermöglicht die Wiedergabe einer externen Audioquellen über das Lautsprechersystem des CN301. WEITERE AUSSTATTUNG Die leistungsstarke Lesson Funktion im CN301 unterstützt den kommenden Pianisten beim Erlernen des Klavierspiels durch eine integrierte Sammlung für den Klavierunterricht typischer Etüden von Beyer, Czerny, Burgmüller oder Bach sowie der bekannten Alfred Piano Kurse. Jeder Übungstitel kann mit variablem Tempo und individueller Wiedergabe der linken oder rechten Hand abgespielt werden, bevor er zusammen mit dem eigenen Spiel zur Selbstkontrolle aufgenommen wird. Auch ein Vierhand Modus, der das gleichzeitige Spiel von Lehrer und Schüler bei gleicher Oktavlage ermöglicht, ist vorhanden. SHS KOPFHÖRERSYSTEM Spatial Headphone Sound (SHS) ist ein spezielles Ausstattungsmerkmal des CN301, das dem Klangbild des Akustikklavierklangs über Kopfhörer mehr räumliche Tiefe verleiht und zusätzlich das Hörerlebnis über einen längeren Zeitraum verbessert. VERSTELLBARES NOTENPULT Die Neigung des Notenpults kann – wie bei einem Konzertflügel – verändert werden, um sie der Spielerposition anzupassen. Bei Bedarf kann man das Notenpult der CN Serie auch ganz waagerecht legen. GRAND FEEL PEDAL SYSTEM Das CN301 ist mit dem Grand Feel Pedal System ausgestattet. Bei diesem von Kawai entwickelten System entspricht der Widerstand bei der Betätigung der drei Pedale (Sustain, Soft und Sostenuto) dem Pedalspielgefühl eines Shigeru Kawai SK- EX Konzertflügels. Auch auf die korrekte Positionierung der Pedale wurde geachtet. Wir erfüllen Ihre Tastenträume...",1280,1152,original,,,,"Accepted (laplacian=218.38, contrast=112.92, area=0.763); source_category=Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Pianos > Electric Pianos"
POR_058,POR_058.jpg,dataset/originals/portable_electronics/POR_058.jpg,portable_electronics,Shopify/product-catalogue,Wahoo TRACKR Heart Rate Monitor,"Brand: Wahoo Fitness Color: White Features: Precise Performance: Provides accurate real-time heart rate data to enhance training efficiency and support optimal performance. Powered to Endure: Equipped with a high-capacity rechargeable battery with over 100 hours of active battery life, TRACKR HEART RATE is always ready to train Completely Connected: With ANT+ and Bluetooth connectivity, its simple to connect TRACKR HEART RATE to a smartphone, broadcast to a wide array of fitness equipment, and sync to the most popular training apps and accessories. Controlled Comfort: TRACKR Heart Rate offers a slim, soft, secure fit strap, which feels comfortable, but also keeps the sensor securely in place during intense exercise. Intuitive LEDs: TRACKR Heart Rate features an LED indicator during your work outs. Alerts include confirming heart rate detection, battery status and to ensure you are still connected to your training devices. Details: Precision Meets Performance: Accurate, reliable, comfortable and connected, Wahoo TRACKR Heart Rate offers everything you need from a heart rate monitor to take your performance to the next level. Release Date: 25-06-2024 Package Dimensions: 6.5 x 3.1 x 1.2 inches Languages: english Binding: Sports",2560,1862,original,,,,"Accepted (laplacian=456.43, contrast=75.84, area=0.254); source_category=Sporting Goods > Fitness & General Exercise Equipment > Cardio > Cardio Machine Accessories & Parts > Exercise Bike Accessories & Parts > Exercise Bike Heart Rate Monitors"
POR_059,POR_059.jpg,dataset/originals/portable_electronics/POR_059.jpg,portable_electronics,Shopify/product-catalogue,Laney LA15C Acoustic Guitar Combo with Chorus Effect,"The LA15 is a simple-to-use and compact amplifier combo designed specifically for acoustic instruments such as electro-acoustic guitars. It delivers pure acoustic tone with ease. LA15's instrument channel features a 3 band EQ for tone shaping plus a Shape switch – this provides a great sounding “go to” setting from a single button press. A pre-selected chorus setting can be added with a simple switch. The mini-jack AUX input allows for connection of a playback device such as MP3/iPod/CD for jamming along to songs or backing tracks, plus there is a headphone socket – a great feature for private practice or silent late-night sessions. Features: -Single Channel -15 Watts RMS -2 x 5” Custom Driver -Headphone socket -Mp3/Aux in -Great for home use -Designed specifically for acoustic instruments Specifications: -Item dimensions: 245mm x 275mm x 175mm (HWD) -Carton dimensions: 280mm x 295mm x 195mm (HWD) -Item weight: 4.1kg",1000,1000,original,,,,"Accepted (laplacian=1365.61, contrast=83.71, area=0.572); source_category=Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Musical Instrument Amplifiers > Acoustic Amplifiers"
POR_060,POR_060.jpg,dataset/originals/portable_electronics/POR_060.jpg,portable_electronics,Shopify/product-catalogue,"Reflectoare de căldură pentru calorifer, 2 buc., 0.5x25 m","Această rolă de izolație reflectorizantă are lățimea de 50 cm și lungimea de 5000 cm, fiind esențială pentru îmbunătățirea eficienței energetice, indiferent unde o folosești. Finish-ul său arată grozav și se integrează perfect în orice cameră, mai ales atunci când e pusă în spatele radiatoarelor. Durabilitate: Fabricată din polietilenă de calitate, această rolă e construită să reziste și să ofere performanță constantă. Păstrează căldura eficient, pentru ca spațiile tale să rămână confortabile fără să împingă costurile de energie. Suprafață Reflectorizantă: Finish-ul strălucitor trimite căldura înapoi în cameră și îmbunătățește retenția căldurii radiatorului, ajutând să reduci facturile de încălzire și să menții confortul. Utilizare Interioară/Exterioară: Bună pentru spații interioare și exterioare, această rolă e perfectă pentru camere utilitare sau garaje, fiind versatilă pentru diverse proiecte. Poate fi folosită și în alte aplicații în afară de sistemele de încălzire. Simplicitate în Utilizare: Cu un design simplu, folosirea acestei role e la mintea cocoșului. Se potrivește bine cu decorul tău, menținând un aspect îngrijit. Disponibilitate Dimensiuni: Ai opțiunea de a alege din diverse dimensiuni potrivite nevoilor tale. Această rolă are dimensiunile 0.5 x 50 m, perfectă pentru radiatoare standard și pentru a obține maximă eficiență termică. Culoare: Argintie Formă: Altele Material: Polietilenă sintetică Finisaj: Extralucios Interior/Exterior: Interior/Exterior Camera: Cameră utilitară Baterii incluse: Nu Dimensiuni: 50 x 5000 cm (L x L x Î) Scară: Nu Marcă: Conținut livrare: Rolă reflectorizantă Asamblare necesară: Nu",1600,1600,original,,,,"Accepted (laplacian=439.91, contrast=22.93, area=0.249); source_category=Home & Garden > Household Appliance Accessories > Heating Radiator Accessories > Heating Radiator Reflectors > Heating Radiator Rolls"
SHO_001,SHO_001.jpg,dataset/originals/shoes/SHO_001.jpg,shoes,bootstrap_existing_dataset,SHO_001,SHO_001,2500,2500,original,,,,Recovered from existing dataset files.
SHO_002,SHO_002.jpg,dataset/originals/shoes/SHO_002.jpg,shoes,bootstrap_existing_dataset,SHO_002,SHO_002,1080,1080,original,,,,Recovered from existing dataset files.
SHO_003,SHO_003.jpg,dataset/originals/shoes/SHO_003.jpg,shoes,bootstrap_existing_dataset,SHO_003,SHO_003,1000,1000,original,,,,Recovered from existing dataset files.
SHO_004,SHO_004.jpg,dataset/originals/shoes/SHO_004.jpg,shoes,bootstrap_existing_dataset,SHO_004,SHO_004,1200,1200,original,,,,Recovered from existing dataset files.
SHO_005,SHO_005.jpg,dataset/originals/shoes/SHO_005.jpg,shoes,bootstrap_existing_dataset,SHO_005,SHO_005,1500,1500,original,,,,Recovered from existing dataset files.
SHO_006,SHO_006.jpg,dataset/originals/shoes/SHO_006.jpg,shoes,bootstrap_existing_dataset,SHO_006,SHO_006,1024,1024,original,,,,Recovered from existing dataset files.
SHO_007,SHO_007.jpg,dataset/originals/shoes/SHO_007.jpg,shoes,bootstrap_existing_dataset,SHO_007,SHO_007,1250,1250,original,,,,Recovered from existing dataset files.
SHO_008,SHO_008.jpg,dataset/originals/shoes/SHO_008.jpg,shoes,bootstrap_existing_dataset,SHO_008,SHO_008,1080,1080,original,,,,Recovered from existing dataset files.
SHO_009,SHO_009.jpg,dataset/originals/shoes/SHO_009.jpg,shoes,bootstrap_existing_dataset,SHO_009,SHO_009,1024,1024,original,,,,Recovered from existing dataset files.
SHO_010,SHO_010.jpg,dataset/originals/shoes/SHO_010.jpg,shoes,bootstrap_existing_dataset,SHO_010,SHO_010,1200,1200,original,,,,Recovered from existing dataset files.
SHO_011,SHO_011.jpg,dataset/originals/shoes/SHO_011.jpg,shoes,bootstrap_existing_dataset,SHO_011,SHO_011,963,962,original,,,,Recovered from existing dataset files.
SHO_012,SHO_012.jpg,dataset/originals/shoes/SHO_012.jpg,shoes,bootstrap_existing_dataset,SHO_012,SHO_012,850,850,original,,,,Recovered from existing dataset files.
SHO_013,SHO_013.jpg,dataset/originals/shoes/SHO_013.jpg,shoes,bootstrap_existing_dataset,SHO_013,SHO_013,1489,1107,original,,,,Recovered from existing dataset files.
SHO_014,SHO_014.jpg,dataset/originals/shoes/SHO_014.jpg,shoes,bootstrap_existing_dataset,SHO_014,SHO_014,800,800,original,,,,Recovered from existing dataset files.
SHO_015,SHO_015.jpg,dataset/originals/shoes/SHO_015.jpg,shoes,bootstrap_existing_dataset,SHO_015,SHO_015,1280,800,original,,,,Recovered from existing dataset files.
SHO_016,SHO_016.jpg,dataset/originals/shoes/SHO_016.jpg,shoes,bootstrap_existing_dataset,SHO_016,SHO_016,1200,1200,original,,,,Recovered from existing dataset files.
SHO_017,SHO_017.jpg,dataset/originals/shoes/SHO_017.jpg,shoes,bootstrap_existing_dataset,SHO_017,SHO_017,1000,1000,original,,,,Recovered from existing dataset files.
SHO_018,SHO_018.jpg,dataset/originals/shoes/SHO_018.jpg,shoes,bootstrap_existing_dataset,SHO_018,SHO_018,1427,1500,original,,,,Recovered from existing dataset files.
SHO_019,SHO_019.jpg,dataset/originals/shoes/SHO_019.jpg,shoes,bootstrap_existing_dataset,SHO_019,SHO_019,1000,1000,original,,,,Recovered from existing dataset files.
SHO_020,SHO_020.jpg,dataset/originals/shoes/SHO_020.jpg,shoes,bootstrap_existing_dataset,SHO_020,SHO_020,1000,1000,original,,,,Recovered from existing dataset files.
SHO_021,SHO_021.jpg,dataset/originals/shoes/SHO_021.jpg,shoes,bootstrap_existing_dataset,SHO_021,SHO_021,1024,1024,original,,,,Recovered from existing dataset files.
SHO_022,SHO_022.jpg,dataset/originals/shoes/SHO_022.jpg,shoes,bootstrap_existing_dataset,SHO_022,SHO_022,1200,900,original,,,,Recovered from existing dataset files.
SHO_023,SHO_023.jpg,dataset/originals/shoes/SHO_023.jpg,shoes,bootstrap_existing_dataset,SHO_023,SHO_023,1372,1364,original,,,,Recovered from existing dataset files.
